kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap
Imigran Ilegal,,21/04/2017,16:50,138.4994636,2.31288289,Laut Halmahera,"Maharshi Krishnatreya, LPG Tanker",St. Lucia,Kpl Derek/Crane,135,IMO 21439,OWG12110,59512,Sandar,PT. Kurnia Insurance Indonesia,Sharpe,Galela,Boom Baru/Palembang,Tahalea,Sudan,,,,C,5,Polri,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,22/04/2017,08:30,121.2007151,3.81653165,Laut Sulawesi,MV Vikartindur,Jordan,Survey/Kpl Survei,181,IMO 14327,PDU22620,33734,Layar,PT. Windu Pratama Courier,Victor Hnescu,Teluk Palu,Wamengkoli,Andreas Kpke,Djibouti,,,,E,3,TNI AU,Speed Boat
Imigran Ilegal,,16/11/2016,08:40,121.2970174,2.86448261,Laut Sulawesi,MV Macoma,Tanzania,Penumpang,155,IMO 76755,YLE9218,37178,Layar,CV. Geulis Indah,Co-Ed,Babang,Hatu Piru,Jnos der,Venezuela,,,,C,4,TNI,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,03/03/2015,12:40,129.2383464,-6.0962332,Laut Banda,MV Vikartindur,Ukraine,Kpl Kayu,182,IMO 96862,CJF10626,79968,Lego,Hindra Motor,Stevie Bonsapia,Bagan siapi-api,Kuala Semboja/Sebulu,Harlinda,Japan,,,,E,4,Bakamla,Tanker
Imigran Ilegal,,06/08/2019,02:00,118.901763,-7.37676863,Laut Flores,MV Golden Nori,Haiti,Kpl Pemadam Kebakaran/Fireboat,122,IMO 47537,TQX21204,35396,Sandar,PT. Nirwana Indah Cemerlang,Leony,Batutua,Serui,Holger,Guadeloupe,,,,D,6,Polri,Kpl Pemerintah
Imigran Ilegal,,01/09/2016,03:20,107.37317,-4.76135,Laut Jawa,SS Atlantic Conveyor,French Southern & Antarctic Lands,Kpl Pengebor/Drillship,243,IMO 84424,FFG22236,92416,Lego,PT. Lintas Expressindo Nusantara,In't Veld,Parit Rempak,Paniti,Sasaki,Thailand,,,,D,3,TNI AL,Kpl Ikan
Imigran Ilegal,,31/01/2015,07:05,122.1817872,3.10590875,Laut Sulawesi,SS Bandirma,Bolivia,Kpl Pengeruk/Dredger,218,IMO 48815,QFT4136,32198,Sandar,PT. Sinar Usaha Cemerlang,Ota,Muara Angke,Marabatuan,Andy Hunter,Israel,,,,B,1,TNI,Kpl Layar
Imigran Ilegal,,24/11/2017,03:15,110.93794,-5.48956,Laut Jawa,SS Desabla,Italy,Speed Boat,183,IMO 29485,DYA23178,17334,Lego,PT. Ayucitra Mandiri,Tokugawa Iemochi,Air Buaya,Sikakap,Danita,Brazil,,,,B,5,TNI AL,Kpl Ikan
Imigran Ilegal,,19/12/2016,07:00,122.5249867,3.42004605,Laut Sulawesi,MV Stolt Strength,Lebanon,Tanker,175,IMO 57321,INA202018,23455,Layar,PT. Tushimaro Express,Mookhey,Sedanau,Kobror,Chaim Weizmann,Gibraltar,,,,C,5,KKP,Kpl Militer
Imigran Ilegal,,23/12/2019,13:25,127.8152944,-4.31685496,Laut Banda,Akebono Maru,Costa Rica,Kpl Derek/Crane,100,IMO 24955,UEB13154,32165,Lego,CV. Pascal Delta Prima,Citra Lestari,Wulur,Pomako,Urinovich,Tokelau,,,,B,2,TNI,Kpl Selam
Imigran Ilegal,,11/11/2019,20:30,109.47766,-5.84358,Laut Jawa,MS Costa Marina,St. Helena,Bulker/Kpl Pengangkut Barang Curah,217,IMO 95796,LKO17912,56279,Lego,PT. Indologistik Kurir Internusa,Tika Permatasari,Rengat/Kuala Cinaku,Sungai Pakning,Livermore,Montenegro,,,,A,2,TNI AL,Kargo/Barang
Imigran Ilegal,,06/11/2015,12:30,107.62953,-3.79598,Laut Jawa,USS Albireo (AK-90),Cayman Is.,Tongkang,198,IMO 47153,GBV18120,47161,Sandar,PT. Bee Bersama Kargo,Venskikh,Pangkal Balam,Teluk Leidong,Azcar,Uruguay,,,,D,1,TNI AU,Kpl Nelayan
Imigran Ilegal,,31/05/2016,20:20,126.9843994,-5.75760151,Laut Banda,MV Erika,Iraq,Survey/Kpl Survei,204,IMO 69143,XXX142025,91649,Lego,PT. Indo Efti,Gueiler Tejada,Karimun Jawa,Langara,Andrew Lloyd,Antarctica,,,,D,2,Bea Cukai,Kpl Peti Kemas/Container
Imigran Ilegal,,13/04/2019,08:10,116.8279121,-7.15530784,Laut Flores,MV DenDen,French Guiana,Kpl Peti Kemas/Container,111,IMO 52669,DQY72421,74577,Lego,PT. Globalindo Dua Satu Ekspres,Valry,Dorosagu,Pulau Laut,Piesesha,Paraguay,,,,C,6,Bakamla,Kpl Pengeruk/Dredger
Imigran Ilegal,,02/04/2018,20:20,138.4369425,1.05882329,Laut Halmahera,MV eut Strait (T-AK-W9519),St. Vincent & the Grenadines,Kpl Pengebor/Drillship,195,IMO 16489,DSX231215,15692,Sandar,PT. IMS Ekspres Indonesia,Didier Ya Konan,Lirung,Susoh,Hardjasumantri,Estonia,,,,D,3,TNI AU,Kpl Kayu
Imigran Ilegal,,10/01/2018,00:55,110.94049,-4.46316,Laut Jawa,SS Nomadic,Syria,Supply Ship,250,IMO 83391,MAH91424,64172,Lego,PT. Nirwana Indah Cemerlang,Roy Scheider,Dofa,Maccini Baji,Arifinto,Aruba,,,,D,3,TNI AU,Speed Boat
Imigran Ilegal,,05/05/2015,23:45,124.562791,2.42210877,Laut Sulawesi,SS American Victory,French Southern & Antarctic Lands,Tug Boat/Kpl Tunda,188,IMO 54463,AYJ9924,35859,Sandar,PT. Rajawali Dirgantara Indonesia Express,Bystrov,Tua Pejat,Tanjung Laut,Ji-hoon,Mozambique,,,,B,2,TNI AD,Tanker
Imigran Ilegal,,20/05/2019,16:15,128.204741,-4.15473505,Laut Banda,MV Erika,Turks & Caicos Is.,Kpl Pemadam Kebakaran/Fireboat,176,IMO 79679,NUI182413,83675,Sandar,PT. Metta Kreasindo,Setyo Prabowo,Luwuk,Mempawah,Nez,South Korea,,,,C,2,TNI AD,Kpl Selam
Imigran Ilegal,,18/10/2018,14:00,132.7442183,0.89234716,Laut Halmahera,MS Costa Allegra,Guyana,Penumpang,117,IMO 83135,WYT4219,19787,Lego,PT. Rekha Trans Utama,R. King,Sofifi,Idi,Ishenbai,Northern Mariana Is.,,,,F,3,TNI,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,25/12/2014,06:20,126.4340758,-5.27023053,Laut Banda,MV Empire MacColl,Philippines,Kpl Peti Kemas/Container,243,IMO 67514,TOK2142,26263,Lego,King Garden,Cisma,Bantaeng,Falabisahaya,Sidney Sheldon,Fiji,,,,F,5,Bea Cukai,Survey/Kpl Survei
Imigran Ilegal,,01/11/2018,11:10,127.6196134,-4.17285629,Laut Banda,USS Aludra (AK-72),Zambia,Survey/Kpl Survei,149,IMO 13655,NMN202010,27398,Lego,PT. Rush Cargo Nusantara,Ahmed el-Thayeb,Banggai,Talang Duku,Agnitya Nursriani,Tonga,,,,F,3,TNI AL,Kpl Selam
Imigran Ilegal,,25/03/2015,20:50,117.7246616,-7.09817317,Laut Flores,U-Sea Colonsay,Trinidad & Tobago,Kpl Pesiar,103,IMO 77811,WGU1718,48476,Layar,PT. Nusantara Ekspress,Johan Libus,Sinjai/Larea-rea,Giliketapang,Michael Landes,United Arab Emirates,,,,E,6,KKP,Kpl Peti Kemas/Container
Imigran Ilegal,,13/03/2016,18:35,138.2354438,0.26322596,Laut Halmahera,USS Aludra (AK-72),Paraguay,Penumpang,167,IMO 67778,HHR158,87649,Lego,PD. Cahaya Rohmat,Ettore,Dorosagu,Essang,Weidenfeller,Bolivia,,,,A,3,TNI AD,Kpl Layar
Imigran Ilegal,,17/09/2014,05:10,124.2699479,2.86708842,Laut Sulawesi,COSCO Guangzhou,Cameroon,Tanker,118,IMO 66663,QLR8164,88433,Layar,Sendok Piring/Resto,Nafa,Kedi,Saumlaki,Yan Partawidjaja,Swaziland,,,,A,6,KKP,Tanker
Imigran Ilegal,,08/03/2016,19:05,106.86309,-5.5627,Laut Jawa,SS Gallic,American Samoa,Kpl Nelayan,152,IMO 58188,WPB42411,31512,Layar,PT. Fam Logistik Distribusi,Isran,Maloy,Wulandoni,Ritesh Deshmukh,French Polynesia,,,,B,1,TNI AL,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,06/04/2019,14:25,119.9617572,-6.90212233,Laut Flores,"Umm Laqhab, LPG Tanker",British Indian Ocean Territory,Kpl Pemadam Kebakaran/Fireboat,153,IMO 57522,PST18133,35648,Sandar,PT. Sinar Anugerah Eka,Ivan Paurevi,Papela,Pasuruan,Rasjid,Qatar,,,,A,3,KKP,Kpl Selam
Imigran Ilegal,,04/10/2016,08:30,109.92396,-3.76868,Laut Jawa,SS Georgic,Romania,Kpl Pemadam Kebakaran/Fireboat,178,IMO 98827,CEJ72424,78742,Layar,PT. Jaya Mitra Makmur,Tuan Guru Bajang,Malahayati,Serasan,Jang Yoon-jeong,Cook Is.,,,,B,6,Bea Cukai,Kargo/Barang
Imigran Ilegal,,18/03/2017,03:15,119.4366858,-7.28858691,Laut Flores,SS Belgic ||||,Uzbekistan,Penumpang,131,IMO 43367,SFN2558,77492,Sandar,Bintang Terang,James Thomas,Eray,Cilacap,Bo Hong,Trinidad & Tobago,,,,C,6,TNI,Tanker
Imigran Ilegal,,19/06/2014,17:10,129.8468985,-5.89212468,Laut Banda,MV Karen Danielsen,Syria,Supply Ship,131,IMO 26518,IDO10412,26964,Sandar,PT. Nusantara Indoglobal Cargo,Francis Weston Sears,Gunung Sitoli,Kalibaru,Alam IX,China,,,,F,6,TNI AU,Speed Boat
Imigran Ilegal,,30/11/2019,07:20,126.8438888,-4.66380032,Laut Banda,SS Belgic |||,Burkina Faso,Kpl Derek/Crane,180,IMO 36816,SZZ21613,28213,Sandar,PT. Belt Logistik Indonesia,Bothroyd,Essang,Pamanukan/Blanakan,Peterson,Cambodia,,,,F,1,Bea Cukai,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,08/11/2014,21:00,108.60983,-4.40839,Laut Jawa,SS Nomadic,Costa Rica,Kpl Pemadam Kebakaran/Fireboat,212,IMO 64688,ZGP16623,65497,Layar,PT. Kharisma Tekad Karya,Galtier,Depapre,Seba,Macquarie,Greenland,,,,A,2,Polri,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,18/09/2017,22:40,110.05984,-4.09232,Laut Jawa,MSC Monterey,Somalia,Kpl Nelayan,156,IMO 56864,GME231318,41713,Layar,PT. Dexter Ekspressindo,Malmsteen,Boom Baru/Palembang,Tanah Ampo,Tokugawa Tsunayoshi,French Southern & Antarctic Lands,,,,D,3,Polri,Kpl Ikan
Imigran Ilegal,,17/10/2019,20:25,116.6973497,-7.9074811,Laut Flores,MS Star Clipper,Antigua & Barbuda,Supply Ship,188,IMO 59698,JSR18147,47817,Sandar,Hypnosis,Pungky,Marabatuan,Darume,Dorodjatun,Falkland Is.,,,,E,1,TNI AU,Kpl Pengebor/Drillship
Imigran Ilegal,,21/06/2017,04:15,127.0230228,-4.76492549,Laut Banda,MV Avenue Star,Poland,Kpl Selam,133,IMO 97176,TRA8263,72591,Layar,PT. Global Artha Abadi,Sai Mauk Kham,Loseng,Ambon,Jairo,Iraq,,,,D,3,Bakamla,Kpl Pengeruk/Dredger
Imigran Ilegal,,20/06/2014,11:05,120.9787452,3.17249444,Laut Sulawesi,USS Arided (AK-73),Uzbekistan,Survey/Kpl Survei,190,IMO 57483,TIM4204,53593,Lego,PD. Maslahat,Zeeman,Una-Una,Sigli,Zambry,Papua New Guinea,,,,C,5,TNI,Kpl Derek/Crane
Imigran Ilegal,,25/04/2017,15:25,116.8279121,-7.15530784,Laut Flores,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Romania,Bulker/Kpl Pengangkut Barang Curah,214,IMO 76218,HUF16177,42459,Sandar,PT. Atlas Transindo Raya,Dedi Gumelar,P. Raas,Jampea,Ander Iturraspe,Guinea-Bissau,,,,F,6,Polri,Kpl Ro-Ro
Imigran Ilegal,,11/04/2016,22:15,123.3771474,4.3010151,Laut Sulawesi,MSC Napoli,Suriname,Kpl Ikan,110,IMO 36312,YPE18194,13171,Sandar,Sinar Abadi Textil,Zsa Yusharyahya,Meranti/Dorak,Carocok Painan,Vin,Vanuatu,,,,B,1,KKP,Kpl Ikan
Imigran Ilegal,,22/04/2019,02:20,130.5504094,0.57397198,Laut Halmahera,SS Georgic,Ecuador,Tug Boat/Kpl Tunda,160,IMO 16362,COE12135,46344,Sandar,PT. Global Artha Abadi,Mody,Pantai Cermin,Tanjung Beringin,Eric Lichaj,Mauritius,,,,D,2,TNI AU,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,10/10/2015,00:10,106.73705,-5.63043,Laut Jawa,SS Mayaguez,Kiribati,Tongkang,179,IMO 24744,YKB41825,36156,Sandar,PT. Buana Tirta,Suharso Monoarfa,Maritaing,Belinyu,Judi Dench,Peru,,,,A,3,TNI AU,Kpl Derek/Crane
Imigran Ilegal,,23/05/2016,06:05,135.7258112,1.2018739,Laut Halmahera,SS American Victory,Macedonia,Speed Boat,131,IMO 94441,SUB11198,98686,Layar,PT. Garuda Tama Indonesia,Ebiet G. Ade,Sukamara,Tulehu,Cok Simbara,Morocco,,,,D,3,KKP,Kpl Ro-Ro
Imigran Ilegal,,31/01/2014,07:50,120.6589608,4.35843621,Laut Sulawesi,USS Ara (AK-136),Mexico,Kpl Pengebor/Drillship,247,IMO 76575,DWI32125,11666,Layar,Hypnosis,Kotobuki,Kupang,Sangkulirang,Khalil Alkatiri,Myanmar,,,,D,3,TNI,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,16/03/2016,22:05,117.5852434,-7.3278597,Laut Flores,Aranui 3,Sweden,Tongkang,171,IMO 28315,QDO72419,94179,Sandar,Sigma Net,Rowling,Tanjung Laut,Kresek/Kronjo,Pelapory,Poland,,,,A,4,TNI AD,Speed Boat
Imigran Ilegal,,17/08/2019,09:30,110.74161,-5.74281,Laut Jawa,Amoco Cadiz,Brunei,Tanker,194,IMO 99964,IOO2515,37769,Layar,PT. Solid Express Global,Huseyn Shaheed Suhrawardy,Marabatuan,Buano,Obi Mikel,Cape Verde,,,,B,6,TNI AD,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,14/06/2019,19:35,132.0531973,1.64199115,Laut Halmahera,USS Azimech (AK-124),Zimbabwe,Kpl Pemadam Kebakaran/Fireboat,210,IMO 98372,YMN2467,15615,Layar,PT. Dino Logistics Perkasa,Aditjondro,Sibigo,Lagundi,Percy Bysshe,St. Kitts & Nevis,,,,D,5,Bea Cukai,Kpl Ikan
Imigran Ilegal,,05/06/2018,08:40,109.40921,-4.57011,Laut Jawa,"Houston Express, container ship for Hapag-Lloyd line",Guatemala,Kpl Kayu,186,IMO 18471,RCX241,13481,Layar,PD. Anugerah Sejati,Feulner,Mesuji/OKI,Batu Enam,Corry Brokken,Uganda,,,,E,6,TNI AD,Kpl Nelayan
Imigran Ilegal,,07/05/2016,23:25,131.0706697,1.81761559,Laut Halmahera,Thomas W. Lawson,Montserrat,Kpl Derek/Crane,238,IMO 78241,KLZ41821,72792,Sandar,PT. Jaya Halim Cargo,Baron Cohen,Petta,Palue,Rossi Gustawan,Grenada,,,,D,4,TNI AU,Kpl Ikan
Imigran Ilegal,,18/12/2017,16:40,111.04391,-4.05271,Laut Jawa,MV Monchegorsk,Netherlands Antilles,Bulker/Kpl Pengangkut Barang Curah,164,IMO 12127,OQV10234,35627,Layar,PT. Surya Baru Abadi,Conrad Bain,Teluk Air / Padang Tikar,Kendal,Gde,Turkey,,,,C,6,TNI,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,15/10/2014,03:45,130.2140784,0.35213192,Laut Halmahera,SS Ideal X,St. Pierre & Miquelon,Kpl Kayu,249,IMO 97179,ZCP132620,87254,Sandar,PT. Jaya Mitra Makmur,Oleg Ponomaryov,Paleleh,Kuala Semboja/Sebulu,Ecuele,Iceland,,,,F,6,Polri,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,09/02/2015,20:55,108.71102,-5.90753,Laut Jawa,Seabulk Pride,Western Sahara,Kpl Pemerintah,196,IMO 67478,JHG62520,84318,Lego,PT. Pusaka Cakra,Dicky Cheung,Eray,Boipinang,Alan MacDiarmid,"Congo, DRC",,,,B,6,TNI,Kpl Kayu
Imigran Ilegal,,05/11/2015,08:35,130.1648619,-0.14442755,Laut Halmahera,SS Georgic,Tunisia,Kpl Pemerintah,157,IMO 62433,RVF7619,95393,Lego,PT. Mitra Utama Sejahtera Logistik,Yahya Muhaimin,Garongkong,Lakara,Catherine Zeta,Solomon Is.,,,,D,3,TNI AL,Kpl Pengebor/Drillship
Imigran Ilegal,,21/11/2014,09:25,131.50551,1.88282514,Laut Halmahera,MV Sirius Star,Uruguay,Survey/Kpl Survei,109,IMO 81137,JZI61924,86289,Layar,PT. Jalan Baru Jalan,Ede,Poopongan,Tembilahan,Hasina Wajed,Maldives,,,,C,1,TNI AL,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,04/12/2014,10:25,122.8983578,4.01911814,Laut Sulawesi,MV Acavus,Djibouti,Kpl Pengeruk/Dredger,173,IMO 44446,ZRC641,91686,Lego,PT. Mandiri Global Sejahtera Express,Anbal Cavaco Silva,Sukamara,Ippi,Bassong,Tonga,,,,A,5,TNI,Kpl Kayu
Imigran Ilegal,,02/12/2016,06:30,107.96039,-4.83982,Laut Jawa,USS Allegan (AK-225),Gibraltar,Kpl Pemerintah,111,IMO 97149,PPZ7254,27939,Lego,PT. Dexter Ekspressindo,Aliu Mahama,Dawai,Tobilota,Yksek,Sri Lanka,,,,E,1,TNI AD,Kpl Layar
Imigran Ilegal,,26/03/2014,11:50,127.6809091,-5.21011599,Laut Banda,MV Empire MacColl,Ireland,Kpl Ro-Ro,231,IMO 46427,FMZ11613,58399,Layar,PD. Guma Karya,Farah Debby,Kepulauan Seribu,Labuan Bajo,Hardadi,Latvia,,,,F,1,Bea Cukai,Kpl Selam
Imigran Ilegal,,15/09/2018,07:00,111.57025,-4.71608,Laut Jawa,"Emma Mærsk, container ship for Maersk Line",Nigeria,Kpl Pengebor/Drillship,201,IMO 98174,PIA101815,72646,Layar,PT. Alfindo Trans Courier,Vratislav Lokvenc,Kotabaru,Tanjung Pakis,Aleyda,Pitcairn Is.,,,,B,2,TNI AL,Speed Boat
Imigran Ilegal,,24/12/2018,19:15,124.0469907,4.03881822,Laut Sulawesi,U-Sea Colonsay,Comoros,Kpl Nelayan,140,IMO 23951,YMG14268,57916,Sandar,PT. Lingga Pos Kirimcepat,Wisran Hadi,Boom Baru/Palembang,Kempo,Longyu,Cayman Is.,,,,E,3,KKP,Kpl Layar
Imigran Ilegal,,03/06/2019,08:50,116.510786,-7.19811727,Laut Flores,Shuttle tanker,Bahrain,Kpl Peti Kemas/Container,221,IMO 81656,RDI42615,39359,Layar,PT. Titipan Varaz Ekspres,Nathaniel Hawthorne,Sampit,Kawio,Javier Fernndez,Guatemala,,,,A,5,KKP,Survey/Kpl Survei
Imigran Ilegal,,23/08/2017,00:25,131.1742337,1.68595274,Laut Halmahera,"Maharshi Vamadeva, LPG Tanker",South Georgia & the South Sandwich Is.,Tanker,152,IMO 39484,XGL2135,43868,Sandar,Yong,Bissessar,Kereng Bengkirai,Dama,Azizat,Eritrea,,,,C,3,TNI AD,Kpl Layar
Imigran Ilegal,,24/03/2017,00:20,129.6811697,-5.21217171,Laut Banda,SS Gallic,Dominican Republic,Kpl Kayu,220,IMO 63257,ROA15126,61183,Layar,PT. Kurnia Insurance Indonesia,Freno,Kuala Enok,Kresek/Kronjo,Indra Kusuma,Finland,,,,A,4,TNI AU,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,22/01/2014,06:10,126.6588911,-6.06856049,Laut Banda,MV eut Strait (T-AK-W9519),Anguilla,Kpl Ikan,226,IMO 48853,ODI151422,35841,Lego,PT. Top Express,Jan-Arie van der Heijden,Ampana,P. Kalukalukuang,Patton,Slovakia,,,,F,6,Bakamla,Kpl Pesiar
Imigran Ilegal,,25/10/2015,00:10,119.1958566,-7.231987,Laut Flores,MV Alexia,Tunisia,Tanker,239,IMO 36882,UBH18423,28997,Layar,PT. Tushimaro Express,Mieno,Karimun Jawa,Ippi,G. Hannelius,Lebanon,,,,B,4,TNI AL,Kpl Pengeruk/Dredger
Imigran Ilegal,,13/06/2015,02:50,132.9045275,1.98198951,Laut Halmahera,MV Alexia,Heard I. & McDonald Is.,Kpl Pemadam Kebakaran/Fireboat,183,IMO 56533,MTP23922,25478,Sandar,PT. Giandres Abadi Express,Oleksandr,Pasangkayu,Garongkong,Koesnaedi,Bouvet I.,,,,A,4,TNI AU,Kpl Pengeruk/Dredger
Imigran Ilegal,,26/11/2017,00:15,119.5817211,-7.76215683,Laut Flores,SS Bovic,Georgia,Kpl Pemadam Kebakaran/Fireboat,187,IMO 52847,BAQ12612,51791,Layar,PT. Mitra Buana Express,Owen Hargreaves,Fak-fak,Teluk Dalam,Ard,Belarus,,,,D,3,TNI AD,Kpl Pengeruk/Dredger
Imigran Ilegal,,04/09/2019,17:10,130.2466784,-4.94784095,Laut Banda,"Emma Mærsk, container ship for Maersk Line",The Bahamas,Tug Boat/Kpl Tunda,248,IMO 56484,JKN1127,46533,Sandar,PT. Ayucitra Mandiri,Iking,Wulandoni,Bintuhan/Linau,Buren,Gabon,,,,F,5,Bakamla,Kpl Peti Kemas/Container
Imigran Ilegal,,07/12/2019,23:35,121.2179312,2.02254108,Laut Sulawesi,MSC Napoli,Poland,Kpl Kayu,199,IMO 98533,WKR41314,68845,Lego,PD. Intan Mitra Sejati,Habib Beye,Sabang,Kawio,Namnung,Panama,,,,D,1,Polri,Speed Boat
Imigran Ilegal,,14/05/2015,17:05,124.3641034,3.65979941,Laut Sulawesi,MV Delight,Solomon Is.,Kargo/Barang,246,IMO 56839,TWD5511,77615,Sandar,PT. Mitra Jasa Perkasa,Acha,Darume,Kumai,Bangoura,Romania,,,,F,3,Bakamla,Kpl Ro-Ro
Imigran Ilegal,,20/01/2018,02:35,119.5434997,-6.8136106,Laut Flores,SS Ionic,Luxembourg,Kpl Pemerintah,242,IMO 95624,YQA2183,79155,Layar,PT. Satria Antaran Prima,J. M. Ziman,Lakara,Damar,Lamb of,Tunisia,,,,B,1,TNI AL,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,01/11/2014,01:50,116.9494464,-7.0082514,Laut Flores,MV Gadila,Fiji,Tongkang,131,IMO 44659,UXC121021,43372,Lego,PD. Guma Karya,Abi Thalib,Maumere /Laurentius Say,Tarempa,Pellegrino,Belarus,,,,F,3,TNI,Kpl Pengeruk/Dredger
Imigran Ilegal,,26/10/2017,09:10,125.8869884,-6.40836179,Laut Banda,Aranui 3,Equatorial Guinea,Speed Boat,153,IMO 63393,XGD41112,72375,Layar,PT. Andalan Mandiri Ekspress,Wilfredo Caballero,Siompu,Talaga Raya,Susantono,American Samoa,,,,E,5,KKP,Kpl Ro-Ro
Imigran Ilegal,,29/01/2019,00:30,118.4369447,-7.67155582,Laut Flores,MSC Pamela,Tonga,Bulker/Kpl Pengangkut Barang Curah,159,IMO 45497,XAN3262,22176,Lego,PT. Gilsum Jasa Semesta,Tuanku Bainun,Maumere /Laurentius Say,Sebalang,Pegolo,Jordan,,,,B,4,Bakamla,Kpl Pengebor/Drillship
Imigran Ilegal,,02/04/2017,12:15,127.6254221,-4.19650659,Laut Banda,USS Appanoose (AK-226),Nigeria,Bulker/Kpl Pengangkut Barang Curah,193,IMO 68327,YCZ251325,23558,Lego,PT. Lintas Nusa Ekspress,Penta Boyz,Talaga Raya,Baranusa,Aleksandr Sergeyevich Filippov,The Bahamas,,,,C,3,TNI AU,Kpl Pemerintah
Imigran Ilegal,,15/09/2014,15:05,120.1761263,-7.13463068,Laut Flores,Histria Agata,Ukraine,Kpl Selam,126,IMO 34939,DUB21719,72242,Sandar,PT. Catur Ekapurcanga Indah,Ken Loach,Air Buaya,Bagan siapi-api,Musa Asy'arie,Gabon,,,,A,2,Polri,Kpl Peti Kemas/Container
Imigran Ilegal,,21/08/2017,11:20,109.15654,-5.70625,Laut Jawa,MSC Rosaria,Peru,Kpl Militer,240,IMO 98267,FOD12311,51666,Lego,PT. Tushimaro Express,Nana Nuriana,Menui,Pulau Salura,Eric Vloeimans,Tanzania,,,,C,2,Bea Cukai,Penumpang
Imigran Ilegal,,05/11/2015,04:55,120.0151829,-7.61985083,Laut Flores,MV Ranga,Malta,Speed Boat,153,IMO 35534,PIQ19614,53464,Sandar,Game Master,Antoine Lavoisier,Selat Panjang,Ambo,Elson,Marshall Is.,,,,D,3,Bea Cukai,Tongkang
Imigran Ilegal,,17/03/2019,14:50,126.9544032,-4.63402367,Laut Banda,MV Adula,Iran,Kpl Ro-Ro,235,IMO 54572,VUB1113,88918,Layar,PT. Perishable Logistics Indonesia,Asrul Zulmi,Kuala Pembuang,Tegal,Fellaini,Papua New Guinea,,,,E,1,KKP,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,03/12/2016,18:40,117.7796558,-6.9716834,Laut Flores,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Guyana,Speed Boat,111,IMO 13611,IGT262022,65698,Sandar,PT. Indonusa Putra Mandiri,Zaur Kunizhev,Manipa,Seget,Lus Figo,Andorra,,,,A,2,Polri,Kpl Layar
Imigran Ilegal,,11/06/2015,21:10,127.911439,-5.21504905,Laut Banda,MSC Carouge,Slovakia,Kpl Ikan,228,IMO 18299,XDE15313,54966,Lego,PD. Maslahat,Eloy,Dawi-dawi,Belang-Belang,Cerro,Iceland,,,,C,3,Bea Cukai,Kargo/Barang
Imigran Ilegal,,23/05/2014,18:00,125.4496674,-4.34423802,Laut Banda,Histria Coral,Kuwait,Kargo/Barang,122,IMO 46427,UUM182417,85789,Lego,PT. Dharmasa Adi Sejahtera,Aylwin Azcar,Sei Kolak Kijang,Kuala Jelay,Carroll,Somalia,,,,B,2,TNI AU,Kpl Kayu
Imigran Ilegal,,08/06/2015,00:40,120.1002471,-6.83394027,Laut Flores,SS Tropic ||,Suriname,Kpl Nelayan,118,IMO 55855,XDA3113,84187,Lego,PT. Alfindo Trans Courier,Ryan Koolwijk,Marapokot,Tanjung Santan,Nindyo,Serbia,,,,F,5,TNI AL,Kpl Militer
Imigran Ilegal,,13/02/2017,11:00,128.9369963,-4.80464658,Laut Banda,MSC Sabrina,Nicaragua,Speed Boat,207,IMO 84247,NTG31013,24683,Layar,PT. Elnusa Petrofin,Jon Foreman,Gilimanuk,Wulandoni,Daoed,Cambodia,,,,F,4,Bakamla,Kpl Layar
Imigran Ilegal,,21/06/2014,05:00,127.2719182,-6.75433688,Laut Banda,USS Arided (AK-73),Heard I. & McDonald Is.,Kpl Kayu,250,IMO 72459,DVZ231721,55125,Sandar,PT. Sayap Biru Ekspres,David Ben-Gurion,Giliketapang,Sampang,Vista Putri,British Indian Ocean Territory,,,,F,2,TNI AL,Speed Boat
Imigran Ilegal,,16/01/2019,14:20,118.2503126,-7.65092367,Laut Flores,SS Tropic ||,Benin,Speed Boat,209,IMO 53385,CBW14426,55115,Lego,PT. Win Semesta Ekspress,Incio,Wulandoni,Menanga,Kosasih,Laos,,,,B,5,TNI AD,Kpl Layar
